English,Punjabi,English_Word_Count,Punjabi_Word_Count
eleven,11,99,3775
eleventh,11,17,3775
elliptical,ਅੰਡਾਕਾਰ,4,12
eloquent,ਗਾਲੜੀ,21,22
elusive,ਮੁਸ਼ਕਿਲ,73,1832
emancipated,ਮੁਕਤ,1,1456
embarrassed,ਜਲੀਲ,315,33
embodied,ਦੇਹਧਾਰੀ,49,26
eminent,ਉੱਤਮ,318,677
emotional,ਭਾਵਾਤਮਕ,1161,96
emphatic,ਜਬਰਦਸਤ,59,196
empty,ਸੱਖਣਾ,976,16
enchanting,ਮਨਮੋਹਕ,60,110
encompassing,ਵਿਸਤਰਿਤ,39,10
encouraged,ਉਤਸ਼ਾਹਿਤ,745,2124
encouraging,ਉਤਸ਼ਾਹਪੂਰਵਕ,369,22
endemic,ਸਥਾਨਕ,33,9008
endorsed,ਸਮਰਥਿਤ,83,89
endurable,ਸਹਿਣਸ਼ੀਲ,1,78
engaged,ਜੁਟਿਆ,1433,70
english,ਇੰਗਲਿਸ਼,4484,171
engrossed,ਲੁਪਤ,30,40
engulfed,ਪ੍ਰਭਾਵਿਤ,98,7495
enlightened,ਸੁਰੱਖਿਅਤ,35,10522
enraptured,ਗਦਗਦ,1,34
entangled,ਉਲਝਿਆ,21,32
enthralling,ਮਨਮੋਹਕ,34,110
entire,ਭਰਪੂਰ,6941,5225
entrancing,ਮਨਮੋਹਕ,3,110
entrepreneurial,ਮਿਹਨਤੀ,61,692
enveloped,ਪ੍ਰਭਾਵਿਤ,31,7495
envious,ਈਰਖਾਲੂ,56,25
equal,ਪਾਉਣਾ,2949,1300
equipped,ਲੈਸ,3418,6636
equipt,ਲੈਸ,1,6636
erotic,ਰੰਗੀਨ,40,571
errant,ਗੁਮਰਾਹ,29,192
erstwhile,ਪ੍ਰਾਚੀਨ,122,1405
escaped,ਭਗੋੜੇ,574,11
especial,ਸਪੈਸ਼ਲ,6,653
established,ਗਠਿਤ,1462,615
esthetic,ਸੁੰਦਰਤਾ,1,2711
esthetical,ਸੁੰਦਰਤਾ,1,2711
eternal,ਅਨਾਦਿ,344,51
ethical,ਸਾਰਥਕ,107,242
ethiopian,ਇਥੋਪੀਅਨ,43,13
ethnic,ਕਾਫ਼ਰ,244,15
evasive,ਕਠਿਨ,9,388
evergreen,ਸਦਾਬਹਾਰ,52,77
everlasting,ਪੱਕਾ,65,2686
every,ਹਰੇਕ,19246,9280
evident,ਦਰਸ਼ਨੀ,299,18
exasperated,ਉਤੇਜਿਤ,13,69
exceptional,ਸਪੈਸ਼ਲ,395,653
excess,ਵਧਾ,1024,2677
excited,ਭਾਵਾਤਮਕ,2850,96
exciting,ਭੜਕਾਊ,2103,363
excusable,ਮਾਫੀ,4,395
excused,ਮੁਆਫ਼,18,293
executable,ਕਰਨਯੋਗ,3,62
exhausting,ਥਕਾਊ,107,17
existing,ਮੌਜੂਦ,1085,13462
exonerated,ਬਰੀ,21,929
exotic,ਅਜੀਬੋਗਰੀਬ,203,17
expensive,ਮਹਿੰਗਾ,4118,3860
experienced,ਉਸਤਾਦ,1735,86
experimental,ਪ੍ਰਯੋਗਿਕ,80,14
explosive,ਵਿਸਫੋਟਕ,186,267
exposed,ਬੇਪਰਦ,393,17
expressed,ਵਿਅਕਤ,4084,160
expressive,ਪੇਸ਼ਕਾਰੀ,144,385
extended,ਖੁੱਲਾ,1202,120
extensive,ਵਿਸਤਰਿਤ,652,10
external,ਬਾਹਰੀ,2435,2549
extinct,ਨਸ਼ਟ,36,344
extra,ਅਤਿਰਿਕਤ,2419,198
extravert,ਮੁਖਾਲਫਤ,3,13
extreme,ਬੇਪਨਾਹ,717,11
extrovert,ਮੁਖਾਲਫਤ,11,13
extroverted,ਮੁਖਾਲਫਤ,7,13
exuberant,ਤਾਕਤਵਰ,6,739
fabricated,ਹਵਾਈ,65,8311
fabulous,ਪੌਰਾਣਿਕ,863,22
facile,ਗਾਲੜੀ,25,22
factual,ਪ੍ਰਮਾਣਿਕ,118,187
faint,ਬੇਸੁੱਧ,91,40
fair,ਸਫੇਦ,2008,141
faithful,ਵਫਾਦਾਰ,209,96
faithless,ਗੱਦਾਰ,5,311
fake,ਪਖੰਡੀ,1032,24
false,ਬਣਾਵਟੀ,1967,24
familial,ਖਾਨਦਾਨੀ,10,19
fancied,ਹਵਾਈ,20,8311
fanciful,ਕਲਪਤ,14,137
farcical,ਬਦਨਾਮ,4,411
farsighted,ਦੂਰਦ੍ਰਿਸ਼ਟੀ,6,10
fascinating,ਮਨਮੋਹਕ,963,110
fast,ਤੇਜ,3888,653
fat,ਫੈਟ,1930,664
fatuous,ਨਿਆਣਾ,2,12
faulty,ਮੈਲਾ,78,34
faux,ਬਣਾਵਟੀ,12,24
favored,ਲਾਡਲਾ,23,22
favorite,ਲਾਡਲਾ,1441,22
favourite,ਲਾਡਲਾ,650,22
fawning,ਚਮਚਾ,2,500
fearful,ਗਿੱਦੜ,192,33
fearless,ਬੇਖੌਫ,98,19
fearsome,ਘਮਸਾਨ,14,75
feasible,ਕਰਨਯੋਗ,193,62
feeble,ਨਿਰਬਲ,29,21
felicitous,ਖੁਸ਼ਹਾਲ,2,316
female,ਤੀਵੀਂ,2119,89
feminine,ਜਨਾਨਾ,214,11
fertile,ਉਪਜਾਊ,105,279
fibrous,ਰੇਸ਼ੇਦਾਰ,35,19
fictional,ਹਵਾਈ,95,8311
fictitious,ਹਵਾਈ,43,8311
fiddling,ਮਾਮੂਲੀ,6,2113
fifteen,15,90,5012
fifteenth,15,8,5012
fifth,ਪੰਜਵੀਂ,1029,433
fifty,50,188,8423
filipino,ਫਿਲਪੀਨਜ਼,1,20
financial,ਮਾਲੀ,4080,821
fine,ਡੰਡ,6961,10
finnish,ਫਿਨਿਸ਼,73,9
first,ਪੂਰਵ,52214,349
firstborn,ਪਲੇਠਾ,12,16
fiscal,ਮਾਲੀ,241,821
five,5,7137,8561
fixed,ਲੱਗਾ,1234,4598
flaccid,ਢਿੱਲਾ,2,109
flaming,ਜਗਦਾ,3,27
flat,ਬੇਝਿਜਕ,696,28
flavorless,ਫਿੱਕੀ,1,59
fleshy,ਵਿਕਰਾਲ,11,33
floating,ਤੈਰਦਾ,159,11
floral,ਫੁੱਲਦਾਰ,293,110
flourishing,ਵਿਕਾਸਸ਼ੀਲ,32,90
flowered,ਫੁੱਲਦਾਰ,7,110
flowing,ਵਗਦਾ,301,130
fluent,ਗਾਲੜੀ,136,22
fluid,ਨਰਮ,343,3030
fluorescent,ਰੌਸ਼ਨ,39,278
focused,ਕੇਂਦਰਤ,642,511
foggy,ਧੁੰਦਲਾ,60,105
following,ਪੈਰਵੀ,14356,226
fond,ਪ੍ਰੇਮੀ,726,1479
forbidden,ਅਨੈਤਿਕ,345,112
forced,ਜਾਲੀ,1012,77
forceful,ਜਬਰਦਸਤ,68,196
foreign,ਅੰਤਰਰਾਸ਼ਟਰੀ,4216,2174
foremost,ਸਰਵਉੱਤਮ,150,28
forested,ਜੰਗਲੀ,22,934
forgetful,ਭੁੱਲੜ,19,16
forgivable,ਮਾਫੀ,9,395
formal,ਨਕਲੀ,551,977
formed,ਮੂਰਤ,3009,174
former,ਸਾਬਕਾ,12678,17499
formless,ਅਰੂਪ,7,47
forthcoming,ਆਗਾਮੀ,465,562
forthright,ਬੇਝਿਜਕ,24,28
fortieth,40,4,4179
fortnightly,ਪੱਖਪਾਤੀ,6,101
forty,40,92,4179
foster,ਪਾਲਣਹਾਰ,91,19
fostered,ਪਾਲਿਆ,3,47
foul,ਈਰਖਾਲੂ,137,25
found,ਚਲਾਉਣਾ,12892,391
four,4,10797,6856
fourteen,14,67,3601
fourteenth,14,9,3601
fourth,ਪਾਓ,2015,3464
fractious,ਜਿੱਦੀ,2,10
fragile,ਕੱਚੀਆਂ,212,88
frail,ਕੱਚੀਆਂ,25,88
frank,ਬੇਝਿਜਕ,133,28
free,ਕੱਢਣਾ,20362,418
french,ਫ੍ਰੈਂਚ,1239,340
fresh,ਨਿਕੰਮਾ,3319,123
friendly,ਦੋਸਤਾਨਾ,5787,2696
frightened,ਘਬਰਾਇਆ,365,279
frightening,ਘਮਸਾਨ,297,75
frigid,ਢਿੱਲਾ,6,109
front,ਵੱਲ,3260,13977
frosty,ਢਿੱਲਾ,24,109
frozen,ਢਿੱਲਾ,222,109
fruitful,ਫਲਦਾਇਕ,169,90
fulfilled,ਭਰਪੂਰ,989,5225
full,ਖਚਾ-ਖਚ,6752,11
fumbling,ਨਿਕੰਮਾ,2,123
fun,ਵਿਹਾਰ,7927,1028
functional,ਅਸਲੀ,560,6479
fundamental,ਮੂਲ,811,4115
funny,ਕਮੇਡੀ,2222,35
fuzzy,ਧੁੰਦਲਾ,46,105
gallic,ਫ੍ਰੈਂਚ,2,340
gastrointestinal,ਆਂਤੜੀ,196,56
gathered,ਸੰਗਠਿਤ,1343,548
gay,ਸਮਲਿੰਗੀ,163,142
genetic,ਖਾਨਦਾਨੀ,277,19
genial,ਮਿਲਾਪੜਾ,4,24
genteel,ਨੇਕ,2,515
gentle,ਮਨਾਉਣਾ,890,199
geographic,ਭੂਗੋਲਿਕ,60,390
geographical,ਭੂਗੋਲਿਕ,268,390
german,ਜਰਮਨ,896,922
gi,ਆਂਤੜੀ,62,56
gifted,ਗੁਣਵਾਨ,142,21
glacial,ਢਿੱਲਾ,9,109
gleeful,ਖੁਸ਼,6,4379
glittering,ਚਮਕਦਾ,27,113
glittery,ਚਮਕਦਾ,5,113
glorious,ਸੁਹਾਵਣਾ,266,1626
glossy,ਰੇਸ਼ਮੀ,109,9
glutinous,ਲੇਸਦਾਰ,1,53
godly,ਦੇਵ,14,3485
golden,ਸਵਰਨ,802,155
good,ਸੌਦਾ,54782,603
gorgeous,ਚਮਕੀਲਾ,1514,227
gothic,ਗੋਥਿਕ,80,58
governmental,ਸਰਕਾਰੀ,44,13230
grammatical,ਵਿਆਕਰਨਿਕ,47,13
grasping,ਲੋਭੀ,19,29
grateful,ਤ੍ਰਿਪਤ,1987,477
gratifying,ਸਬਰ,79,1449
grating,ਕਠੋਰ,6,321
gratis,ਮੁਕਤ,25,1456
gratuitous,ਮੁਕਤ,14,1456
grave,ਨਾਜੁਕ,461,118
gravel,ਕਠੋਰ,50,321
gravelly,ਕਠੋਰ,3,321
gray,ਪੱਕਾ,600,2686
great,ਵੱਡਾ,29920,18896
grecian,ਗ੍ਰੀਕ,1,95
greedy,ਲੋਭੀ,97,29
greek,ਗ੍ਰੀਕ,367,95
green,ਹਰਾ,3370,1807
greenish,ਹਰਾ,35,1807
grey,ਪੱਕਾ,507,2686
grievous,ਭਿਆਨਕ,104,4846
grizzly,ਪੱਕਾ,1,2686
groovy,ਬਾਂਕਾ,12,10
gross,ਪੱਕਾ,275,2686
groundbreaking,ਨਿਵੇਕਲਾ,27,450
groundless,ਬੇਬੁਨਿਆਦ,32,1059
grueling,ਕਠਿਨ,35,388
gruelling,ਕਠਿਨ,25,388
guaranteed,ਬੰਧਨ,452,437
guardian,ਪਾਲਣਹਾਰ,159,19
guiltless,ਮਾਸੂਮ,7,380
guilty,ਗੁਨਾਹਗਾਰ,2163,60
gummy,ਲੇਸਦਾਰ,2,53
hairless,ਮੁੰਡਾ,4,1269
halal,ਹਲਾਲ,14,13
handicapped,ਅੰਗਹੀਣ,31,46
handsome,ਰੂਪਮਾਨ,322,10
happy,ਖੁਸ਼ਹਾਲ,14808,316
harassed,ਵਿਆਕੁਲ,181,37
hard,ਅਡੋਲ,11901,284
hardline,ਕੱਟੜਪੰਥੀ,31,215
hardworking,ਮਿਹਨਤੀ,144,692
harmful,ਨੁਕਸਾਨਦੇਹ,1386,1318
harmonious,ਮਿਲਣਸਾਰ,285,493
harried,ਵਿਆਕੁਲ,12,37
hasty,ਕਾਹਲਾ,95,48
hazardous,ਸੰਕਟਮਈ,156,13
hazy,ਧੁੰਦਲਾ,26,105
headlong,ਕਾਹਲਾ,2,48
healthful,ਸੰਤੁਲਿਤ,81,1584
healthy,ਫਿਟ,10247,180
hearable,ਮਿੱਠੀ,1,329
heartbreaking,ਦੁੱਖਦਾਈ,95,125
hearty,ਦਿਲੀ,116,234
heated,ਤਪਾ,715,38
heathen,ਕਾਫ਼ਰ,2,15
heavenly,ਸਵਰਗੀ,93,184
heavy,ਕਠਿਨ,4589,388
hefty,ਤੰਦਰੁਸਤ,72,4202
heinous,ਭਿਆਨਕ,196,4846
hellenic,ਗ੍ਰੀਕ,1,95
helpless,ਅਪੰਗ,157,41
herbivorous,ਸ਼ਾਕਾਹਾਰੀ,2,89
hereditary,ਖਾਨਦਾਨੀ,108,19
het,ਤਪਾ,1,38
heterosexual,ਵਿਰੋਧੀ,7,7649
hidden,ਹਾਜ਼ਰ,615,4712
hideous,ਭਿਅੰਕਰ,37,136
high,ਬੁਲੰਦ,18283,533
hilly,ਪਰਬਤੀ,87,29
himalayan,ਹਿਮਾਲਿਆਈ,86,26
hindering,ਅਟਕ,6,73
historical,ਇਤਿਹਾਸਕ,1500,3022
hollow,ਚਲਦਾ,114,1666
homeless,ਬੇਘਰ,155,240
honest,ਨਿਆਈਂ,1645,9
honorable,ਸਤਿਕਾਰਯੋਗ,93,121
honored,ਆਦਰਯੋਗ,352,29
honourable,ਸਾਰਥਕ,79,242
honoured,ਆਦਰਯੋਗ,1468,29
hopeless,ਨਿਰਾਸ਼ਾਜਨਕ,80,157
horrendous,ਘਮਸਾਨ,58,75
horrid,ਭਿਅੰਕਰ,23,136
horrific,ਘਮਸਾਨ,226,75
hot,ਘਾਤਕ,4161,1052
human,ਬੰਦਾ,7804,2101
humble,ਤੁੱਛ,405,33
humiliated,ਜਲੀਲ,46,33
humongous,ਮਹਾਨ,16,5365
humorous,ਮਜ਼ਾਕੀਆ,59,15
humourous,ਮਜ਼ਾਕੀਆ,8,15
hundred,100,1239,7906
hundredth,ਸੌਵਾਂ,16,35
hungry,ਭੁੱਖਾ,601,177
hurt,ਟੁੱਟਣਾ,2083,28
ic,99,9,369
icy,ਢਿੱਲਾ,47,109
ideal,ਆਦਰਸ਼ਵਾਦੀ,2270,9
idealistic,ਆਦਰਸ਼ਵਾਦੀ,19,9
identical,ਸਮਾਨ,542,3225
idle,ਬੇਰੋਜਗਾਰ,88,16
idolised,ਪੂਜਣਯੋਗ,2,12
idolized,ਪੂਜਣਯੋਗ,1,12
idyllic,ਰੰਗੀਨ,21,571
ignominious,ਅਪਮਾਨਜਨਕ,2,303
ignorant,ਗੁਮਨਾਮ,146,41
ii,2,480,11376
iii,3,84,8092
il,59,12,526
ill,ਮਰਜ਼,931,11
illiberal,ਸੰਕੁਚਿਤ,2,107
illuminated,ਉਜਲ,52,10
illuminating,ਪ੍ਰਕਾਸ਼ਕ,8,32
imaginary,ਕਲਪਤ,51,137
imagined,ਕਲਪਤ,286,137
imitation,ਨਕਲ,68,404
immature,ਕੱਚਾ,47,519
immeasurable,ਅਸੀਮਤ,17,68
immediate,ਤੁਰੰਤ,2422,13649
immoral,ਗਲਤ,69,11604
immortal,ਸਦੀਵੀ,68,389
impartial,ਆਜ਼ਾਦ,98,1010
impassable,ਅਗੰਮ,8,12
impeding,ਅਟਕ,1,73
imperceptible,ਅਗਿਆਤ,12,101
imperial,ਰਾਜਸੀ,87,434
impermanent,ਅਸਥਾਈ,6,909
impertinent,ਢੀਠ,3,188
impervious,ਅਗਮ,11,25
impious,ਨਾਸਤਿਕ,2,85
implicit,ਪਏ,12,2369
important,ਅਮਲੀ,34400,780
imported,ਅਯਾਤ,169,9
imposing,ਆਲੀਸ਼ਾਨ,120,50
impossible,ਅਨਹੋਣੀ,2849,1414
impoverished,ਬੇਸਹਾਰਾ,24,202
impregnable,ਅਭੇਦ,10,47
improper,ਬੇਮਾਨੀ,163,54
impulsive,ਮਨਮਾਨੀ,29,75
impure,ਬਣਾਉਟੀ,14,53
inactive,ਵਿਰਾਮ,44,86
inane,ਨਿਆਣਾ,10,12
inanimate,ਨਿਰਜੀਵ,16,26
inarticulate,ਗਦਗਦ,2,34
inattentive,ਬੇਫਿਕਰ,4,31
inauspicious,ਬੁਰਾ,6,5760
incalculable,ਅਣਗਿਣਤ,5,364
incapable,ਅਯੋਗ,63,336
incapacitated,ਲਾਚਾਰ,7,62
incarnate,ਦੇਹਧਾਰੀ,2,26
inclined,ਭਰੀਆਂ,170,451
incognito,ਅਗਿਆਤ,7,101
incompetent,ਨਾਲਾਇਕ,48,9
incomplete,ਅਪੂਰਣ,199,13
inconsequential,ਬੇਕਾਰ,29,1443
inconvenient,ਅਸੁਵਿਧਾਜਨਕ,79,48
incorporate,ਸ਼ਾਮਿਲ,154,2844
incorporated,ਸ਼ਾਮਿਲ,187,2844
incorrect,ਗਲਤ,691,11604
increasing,ਵੱਧਦਾ,4492,1033
indecent,ਅਸਮਾਜਿਕ,22,17
independent,ਪ੍ਰਧਾਨ,1471,47037
indestructible,ਪੱਕਾ,9,2686
indeterminate,ਅਣਉਚਿਤ,3,147
indian,ਹਿੰਦੋਸਤਾਨੀ,27588,15
indicative,ਵਾਹਕ,79,36
indigenous,ਸਥਾਨਕ,234,9008
indigent,ਬੇਸਹਾਰਾ,3,202
indirect,ਅਪ੍ਰਤੱਖ,130,33
indisposed,ਬਿਮਾਰ,2,1188
indivisible,ਅਟੁੱਟ,14,510
indolent,ਆਲਸੀ,1,832
indonesian,ਇੰਡੋਨੇਸ਼ੀਆਈ,140,21
industrial,ਉਦਯੋਗਿਕ,1373,1434
industrialised,ਉਦਯੋਗਿਕ,4,1434
industrialized,ਉਦਯੋਗਿਕ,12,1434
industrious,ਮਿਹਨਤੀ,19,692
ineligible,ਅਯੋਗ,38,336
inerrant,ਸਫਲ,3,6370
inert,ਮੰਦ,12,25
inevitable,ਅਮਿੱਟ,226,36
inexpensive,ਸਸਤਾ,655,2252
inexperienced,ਅਨਾੜੀ,59,26
infamous,ਬਦਨਾਮ,52,411
infected,ਸੰਕ੍ਰਮਿਤ,1338,337
inferior,ਨੀਵੇਂ,115,188
infertile,ਬਾਂਝ,12,19
infinite,ਖਗੋਲ,127,56
infirm,ਨਿਰਬਲ,4,21
inflexible,ਮਜ਼ਬੂਤ,6,2835
ingenuous,ਦੇਸੀ,1,518
inglorious,ਅਪਮਾਨਜਨਕ,4,303
inherited,ਖਾਨਦਾਨੀ,79,19
inimical,ਅਣਜਾਣ,9,844
innate,ਜਨਮਜਾਤ,45,11
innocent,ਬੇਗੁਨਾਹ,494,71
innovative,ਨਿਵੇਕਲਾ,338,450
innumerable,ਬੇਅੰਤ,34,750
innumerous,ਬੇਅੰਤ,1,750
insanitary,ਨੁਕਸਾਨਦਾਇਕ,2,200
insipid,ਫਿੱਕੀ,10,59
insolvent,ਕੰਗਾਲ,1,65
inspirational,ਪ੍ਰੇਰਣਾਦਾਇਕ,96,110
inspiring,ਪ੍ਰੇਰਕ,316,289
instinctive,ਸੁਭਾਵਿਕ,15,258
institutional,ਸੰਸਥਾਗਤ,148,237
insufficient,ਨਾਕਾਫੀ,201,75
integrated,ਮਿਸ਼ਰਤ,408,34
intellectual,ਧੀਮਾਨ,221,54
intent,ਲੁਪਤ,274,40
interesting,ਦਿਲਚਸਪ,10133,15244
interfering,ਵਿਰੋਧੀ,59,7649
interim,ਅੰਤਰਿਮ,490,503
intermediate,ਵਿਚਕਾਰਲਾ,66,37
intermingled,ਮਿਸ਼ਰਤ,2,34
internal,ਅੰਤਰੰਗ,2079,29
international,ਇੰਟਰਨੈਸ਼ਨਲ,7412,737
intimate,ਦਿਲੀ,314,234
intolerable,ਅਸਹਿਣਯੋਗ,48,20
intolerant,ਸੰਕੁਚਿਤ,29,107
intricate,ਪੇਚੀਦਾ,69,125
invaluable,ਬਹੁਮੁੱਲੇ,124,15
invented,ਹਵਾਈ,106,8311
inverse,ਗਿਣਤੀ,35,22079
invincible,ਅਜਿੱਤ,35,21
inviolable,ਅਭੇਦ,4,47
invisible,ਲੁਪਤ,135,40
involved,ਪੇਚੀਦਾ,4267,125
iranian,ਈਰਾਨੀ,265,216
iraqi,ਇਰਾਕੀ,108,107
irksome,ਅਕਾਊ,8,9
irregular,ਅਨਿਯਮਤ,47,40
irreverent,ਢੀਠ,7,188
irritable,ਜਿੱਦੀ,82,10
irritating,ਕਸ਼ਟਦਾਈ,83,225
islamic,ਇਸਲਾਮਿਕ,852,780
israeli,ਇਸਰਾਇਲੀ,285,12
italian,ਇਟਾਲੀਅਨ,635,169
iv,4,51,6856
ix,9,93,2626
jain,ਜੈਨੀ,113,22
japanese,ਜਪਾਨੀ,698,258
jaunty,ਰੰਗੀਲਾ,1,21
jealous,ਈਰਖਾਲੂ,175,25
jewish,ਯਹੂਦੀ,128,280
jihadi,ਜਿਹਾਦੀ,11,23
jobless,ਬੇਰੋਜਗਾਰ,70,16
jolly,ਰੰਗੀਲਾ,107,21
jovial,ਰੰਗੀਲਾ,57,21
joyful,ਖੁਸ਼,189,4379
joyous,ਅਨੰਦਮਈ,142,183
jubilant,ਖੁਸ਼,31,4379
judaic,ਯਹੂਦੀ,1,280
judicial,ਨਿਆਇਕ,1360,465
juicy,ਕਾਮੁਕ,142,31
juridical,ਨਿਆਇਕ,2,465
k,1000,1127,527
kashmiri,ਕਸ਼ਮੀਰੀ,279,333
keen,ਤੇਜ,607,653
key,ਮੂਲ,4180,4115
khaki,ਖਾਕੀ,32,34
kidnapped,ਕਿਡਨੈਪ,207,12
kindhearted,ਨਵਾਜ਼,7,464
knotted,ਗਠੀਲਾ,1,10
knotty,ਗਠੀਲਾ,4,10
knowing,ਸੁਰੱਖਿਅਤ,545,10522
knowledgeable,ਸੁਰੱਖਿਅਤ,371,10522
known,ਸਮਝ,6766,11302
korean,ਕੋਰੀਅਨ,446,68
l,50,419,8423
laborious,ਕਠਿਨ,98,388
lacerated,ਫਟਿਆ,1,28
lacking,ਅਸੰਭਵ,171,3356
lacy,ਜਾਲੀਦਾਰ,8,25
laden,ਸਤਾਇਆ,113,11
land,ਜਹਾਨ,3727,51
laotian,ਲਾਓ,2,221
large,ਉਦਾਰ,15251,95
last,ਰਹਿਣਾ,12054,4794
lasting,ਪਾਏਦਾਰ,171,18
late,ਚਿਰ,3296,3189
latest,ਚਾਲੂ,2137,1300
latin,ਲਾਤੀਨੀ,296,297
laudable,ਸਲਾਹੁਣਯੋਗ,39,55
laudatory,ਸਵਾਗਤੀ,6,81
laughable,ਕਮੇਡੀ,26,35
lawless,ਅਰਾਜਕ,3,12
lax,ਢਿੱਲਾ,22,109
lay,ਪਾਉਣਾ,613,1300
lazy,ਆਲਸੀ,269,832
leading,ਰਹਿਨੁਮਾਈ,2233,47
leafy,ਪੱਤੇਦਾਰ,144,202
lean,ਝੁਕਣਾ,152,68
learned,ਸੁਰੱਖਿਅਤ,1484,10522
least,ਥੋੜ੍ਹਾ,19109,4470
left,ਖੱਬੇ,6739,1008
leftover,ਬਾਕੀ,23,13520
legal,ਕਾਨੂੰਨੀ,4084,6062
legislative,ਵਿਧਾਨਿਕ,622,55
legitimate,ਜਾਇਜ,294,89
lethal,ਮਾਰਕ,102,566
lettered,ਸੁਰੱਖਿਅਤ,1,10522
level,ਦਰਜਾ,6884,1253
lexical,ਸ਼ਬਦ,24,1364
li,51,48,616
liberal,ਉਦਾਰਵਾਦੀ,140,50
liberated,ਮੁਕਤ,44,1456
licenced,ਨਿਯੁਕਤ,8,2480
licensed,ਨਿਯੁਕਤ,188,2480
lifeless,ਸਥੂਲ,22,23
light,ਜਲਾਉਣਾ,5112,11
lighted,ਉਜਲ,24,10
limited,ਕੱਚਾ,2484,519
limitless,ਬੇਹੱਦ,45,7883
limp,ਢਿੱਲਾ,16,109
lingual,ਭਾਸ਼ਾਈ,6,16
linguistic,ਭਾਸ਼ਾਈ,48,16
liquid,ਨਰਮ,932,3030
lit,ਸਾਹਿਤ,198,1488
literary,ਸਾਹਿਤਿਕ,411,43
literate,ਵਿਦਵਾਨ,34,404
little,ਅੰਸ਼,10999,182
liv,54,12,452
live,ਸਮਝਣਾ,7233,1726
lively,ਸਜੀਵ,152,123
loaded,ਟੱਲੀ,268,39
loathsome,ਈਰਖਾਲੂ,2,25
local,ਸਥਾਨਿਕ,7546,170
located,ਸਥਿਤ,6291,10018
logical,ਤਰਕਸੰਗਤ,365,135
lone,ਮਹਿਜ,191,122
lonely,ਇਕਲਾ,384,42
lonesome,ਮਹਿਜ,15,122
long,ਦੂਰਦ੍ਰਿਸ਼ਟੀ,15022,10
loose,ਭਗੋੜੇ,312,11
lost,ਅਪੰਗ,5777,41
loud,ਬੁਲੰਦ,587,533
loving,ਪ੍ਰੇਮੀ,1315,1479
low,ਪੀੜਤ,4077,5827
lowland,ਨਿਮਨ,17,36
lowly,ਨੀਵੇਂ,8,188
loyal,ਦੇਸ਼ਭਗਤ,210,17
lucid,ਪਾਰਦਰਸ਼ੀ,48,304
lucky,ਖੁਸ਼ਨਸੀਬ,948,22
ludicrous,ਬਦਨਾਮ,52,411
lukewarm,ਨਿੱਘਾ,270,597
luscious,ਮਜ਼ੇਦਾਰ,11,491
lush,ਰਸੀਲਾ,108,26
lustful,ਪਾਗਲ,1,743
lustrous,ਚਮਕਦਾਰ,17,3274
lusty,ਪਾਗਲ,1,743
lv,55,2,736
lying,ਕੂੜ,665,108
lymphatic,ਲਾਰ,19,49
macho,ਮਰਦਾਨਾ,9,44
mad,ਬੋਲਾ,518,19
made,ਕਿਰਤ,28168,642
magic,ਕਰਤੱਬ,606,21
magical,ਜਾਦੂਈ,438,282
magnanimous,ਉਦਾਰ,17,95
magnetic,ਚੁੰਬਕੀ,95,97
maimed,ਵਿਕਲਾਂਗ,21,16
main,ਪ੍ਰਬਲ,14107,132
majestic,ਰਾਜਸੀ,112,434
major,ਵੱਡਾ,6363,18896
male,ਨਰ,1221,196
malnourished,ਕੁਪੋਸ਼ਿਤ,22,14
mammary,ਸਤਨ,29,50
mandatory,ਜ਼ਰੂਰੀ,964,9035
mangled,ਫਟਿਆ,41,28
manifest,ਪ੍ਰਤੱਖ,257,284
manly,ਮਰਦਾਨਾ,22,44
mannerly,ਸੰਸਕਾਰੀ,1,9
marine,ਦਰਿਆਈ,219,103
marital,ਸ਼ਾਦੀਸ਼ੁਦਾ,113,133
marked,ਅੰਕਿਤ,330,195
married,ਵਿਆਹਿਆ,4370,319
marshy,ਦਲਦਲੀ,12,13
martial,ਸਾਮਰਿਕ,76,9
marvellous,ਚਮਤਕਾਰੀ,129,213
marvelous,ਚਮਤਕਾਰੀ,234,213
matrimonial,ਸ਼ਾਦੀਸ਼ੁਦਾ,26,133
mature,ਪਕਾਉਣਾ,155,439
maximal,ਜ਼ਿਆਦਾਤਰ,4,2051
maximum,ਜ਼ਿਆਦਾਤਰ,2616,2051
meager,ਰੱਤੀ,32,344
meagre,ਰੱਤੀ,20,344
meaningful,ਅਰਥਪੂਰਣ,249,10
meaningless,ਨਿਰਾਰਥਕ,134,10
measured,ਤੁਲਿਆ,571,27
meatless,ਸ਼ਾਕਾਹਾਰੀ,1,89
mechanical,ਯੰਤਰਿਕ,662,91
meddling,ਵਿਰੋਧੀ,31,7649
mediate,ਵਿਚਲੇ,96,1289
medical,ਜਾਂਚ,11381,43163
medieval,ਮੱਧਕਾਲੀਨ,108,10
mediocre,ਦਰੜ,29,32
meek,ਡਰਪੋਕ,19,79
memorable,ਅਭੁੱਲ,468,519
mental,ਦਿਮਾਗੀ,2553,829
merged,ਸ਼ਾਮਿਲ,131,2844
merry,ਰੰਗੀਲਾ,172,21
metal,ਖਣਿਜ,922,1349
metallic,ਧਾਤੂ,52,229
metropolitan,ਮਹਾਂਨਗਰੀ,264,19
mexican,ਮੈਕਸੀਕਨ,139,76
microscopic,ਮਹੀਨ,16,13
middle,ਕੇਂਦਰ,1168,16700
